author,title,description,content,date
Rachel Browne,"In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? - Global News","In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? Global News In 2019, Justin Trudeau has baggage - and faces a very different political landscape CBC.ca Jeered and cheered in Calgary, Trudeau spends final day of campaign in B.C. CTV New…","Right after Justin Trudeau led the Liberals to a strong victory in the 2015 federal election, he declared that he would also guide Canada back to its rightful place on the global stage in the aftermath of a decade under the Conservatives.
To this countrys fr… [+15220 chars]",2019-10-20T11:00:32Z
,Canada Election: Jason Kenney discusses outcome of 2019 federal election - Global News,Alberta Premier Jason Kenney discusses the outcome of the 2019 federal election and where Alberta goes from here as they push to get pipelines built. MORE: h...,"Alberta Premier Jason Kenney discusses the outcome of the 2019 federal election and where Alberta goes from here as they push to get pipelines built.
MORE: https://globalnews.ca/news/6065702/20...
For more info, please go to http://www.globalnews.caSubscrib… [+323 chars]",2019-10-22T22:10:37Z
,Canada Election: Conservative Leader Scheer speaks after Liberals win minority government - Global News,Canada Election: Conservative Leader Scheer speaks after Liberals win minority government Global News 63% of Canadians believe Scheer should resign for not winning election: Ipsos exit poll Global News 'Conservatives have put Trudeau on notice' says leader An…,"[[getSimpleString(data.title)]]
[[getSimpleString(data.description)]]
[[getSimpleString(data.videoCountText)]]",2019-10-22T17:48:10Z
,Aphria Inc. Announces Second Consecutive Quarter of Profitability and Positive Adjusted EBITDA - Canada NewsWire,Net Income Increases 4.5% and Adjusted EBITDA Increases Four-fold from the Prior Quarter Adult-Use Cannabis Revenue Increases 8% from Prior Quarter Maintains...,"Net Income Increases 4.5% and Adjusted EBITDA Increases Four-fold from the Prior QuarterAdult-Use Cannabis Revenue Increases 8% from Prior QuarterMaintains Strong Balance Sheet and Cash Position to Support Future Growth Reiterates Fiscal Year 2020 Outlook
LE… [+27878 chars]",2019-10-15T11:00:00Z
Daily Hive Staff,These companies are the top 5 plastic polluters in Canada | News - Daily Hive,"These companies are the top 5 plastic polluters in Canada | News Daily Hive 'Usual suspects': Nestle, Tim Hortons top Greenpeace litter list again CTV News Greenpeace names and shames Canada's top 5 plastic polluters KelownaNow Nestle, Tim Hortons top list of…","The largest plastic polluters in Canada have been officially named following a trash audit by Greenpeace Canada.
And for the second year in a row, Nestlé and Tim Hortons top the list.
According to Greenpeace, volunteers logged hundreds of hours sifting, sor… [+2633 chars]",2019-10-10T13:41:00Z
Chloe Tejada,Hailey Bieber's Wedding Dress Veil Makes Us Question 'Till Death Do Us Part' - HuffPost Canada,Hailey Bieber's Wedding Dress Veil Makes Us Question 'Till Death Do Us Part' HuffPost Canada Hailey Bieber reveals her Virgil Abloh wedding dress on social media LaineyGossip Hailey Bieber divides opinion with slogan wedding dress Yahoo Style Hailey Baldwin B…,"Married or not, we all know the wedding vow, ”’Til death do us part.”
And thanks to Hailey Bieber, who married her love Justin Bieber for the second time on Sept. 30, we were reminded that many couples, especially those who are marrying in a place of worship… [+1678 chars]",2019-10-08T15:58:32Z
Christine Fisher,Howard University and Amazon want to diversify the entertainment industry,"Howard University and Amazon Studios are working together to diversify the entertainment industry. Today, they announced Howard Entertainment, a program that will give African American, Latinx and Native American students a chance to study and train alongside…","The new program will send students to Los Angeles for two semesters, the second of which will include a fellowship in the industry. Students interested in all aspects of entertainment -- project greenlighting, PR and marketing, entertainment law and finance -… [+751 chars]",2019-10-11T14:23:00Z
Darrell Etherington,The first U.S. clinical trial of using an in-brain chip to fight opioid addiction is now underway,"Opioid addiction is easily one of the top widespread healthcare issues facing the U.S., and research indicates we’re nowhere near achieving any kind of significant mitigating solution. But a team of medical researchers working at the West Virginia University …","Opioid addiction is easily one of the top widespread healthcare issues facing the U.S., and research indicates we’re nowhere near achieving any kind of significant mitigating solution. But a team of medical researchers working at the West Virginia University … [+1994 chars]",2019-11-05T16:29:46Z
Russell Brandom,Mark Zuckerberg took on China in a speech defending free expression,"In a speech at Georgetown University on October 17th, Facebook CEO Mark Zuckerberg drew a sharp contrast with Chinese companies like TikTok owner ByteDance.","Is that the internet that we want?
In a speech at Georgetown University on Thursday, Mark Zuckerberg laid out Facebooks approach to moderation in terms of an ongoing commitment to free expression and in one particular section, drew a sharp contrast with Chin… [+3313 chars]",2019-10-17T18:45:21Z
"Julia Jones, CNN",Penn State investigates new allegations against Jerry Sandusky,"Penn State University is investigating a new allegation of abuse by convicted child molester and former assistant football coach Jerry Sandusky, a university spokesperson told CNN Thursday.","(CNN)Penn State University is investigating a new allegation of abuse by convicted child molester and former assistant football coach Jerry Sandusky, a university spokesperson told CNN Thursday. 
Wyatt DuBois said an incident report was filed on Tuesday with… [+1982 chars]",2019-10-31T21:13:28Z
Danica D'Souza,This 3D food printer cooks its prints with a laser — Good Algorithms,"Researchers at Columbia University are leading the food 3D printing revolution by using food printers and lasers to cook food. Read more... More about Mashable Video, 3d Printing, Lasers, Columbia University, and 3d Food Printer",,2019-10-15T20:52:06Z
Zoe Schiffer,Mark Zuckerberg on lies in political ads: ‘I don’t think it’s right for a private company to censor politicians’,Facebook’s CEO Mark Zuckerberg rallied people around the First Amendment during a live speech at Georgetown University. He defended the company’s policy of letting politicians lie in political ads.,"Facebooks CEO rallies people around the First Amendment
Illustration by James Bareham / The Verge
Mark Zuckerberg defended Facebooks policy of letting politicians lie in political ads along with free speech more broadly in a speech today at Georgetown Unive… [+2146 chars]",2019-10-17T18:39:24Z
Ryan F. Mandelbaum,Physicists Win Nobel Prize for Finding Exoplanet Around a Sun-Like Star and for Helping Develop Theory of the Universe,"The 2019 Physics Nobel Prize will be awarded half to James Peebles of Princeton University, and half jointly to Michel Mayor and Didier Queloz of the University of Geneva in Switzerland, for theoretical work improving our understanding of the universe and for…","The 2019 Physics Nobel Prize will be awarded half to James Peebles of Princeton University, and half jointly to Michel Mayor and Didier Queloz of the University of Geneva in Switzerland, for theoretical work improving our understanding of the universe and for… [+5502 chars]",2019-10-08T14:54:00Z
"Tom McKay on Earther, shared by Tom McKay to Gizmodo",Report: University of Iowa Faculty Told Not to Promote Greta Thunberg Visit on School Social Media,"University of Iowa officials have told faculty at the school that they should not promote 16-year-old Swedish environmental activist Great Thunberg’s surprise appearance at a Friday climate strike in Iowa City on its social media channels, according to a repo…","University of Iowa officials have told faculty at the school that they should not promote 16-year-old Swedish environmental activist Great Thunbergs surprise appearance at a Friday climate strike in Iowa City on its social media channels, according to a repor… [+3289 chars]",2019-10-05T23:00:00Z
"Amir Vera, CNN","Lori Loughlin's daughters are no longer enrolled at USC, university says","Lori Loughlin's daughters are no longer enrolled at the University of Southern California, the school said in a statement to CNN on Monday.","(CNN)Lori Loughlin's daughters are no longer enrolled at the University of Southern California, the school said in a statement to CNN on Monday.
""Olivia Jade Giannulli and Isabella Rose Giannulli are not currently enrolled,"" the statement from the USC regist… [+757 chars]",2019-10-22T00:14:18Z
Anna Schaverien,Oxford Professor Is Accused of Selling Ancient Texts to Hobby Lobby,An investigation found that Bible fragments in a museum started by the owners of the arts-and-crafts chain had been illegally taken from the university.,"But Stephen Rouse, an Oxford spokesman, said Wednesday that the professor was still employed by the university.
Mr. Rouse said in a statement that the university was working with the Egypt Exploration Society and was also conducting its own internal investig… [+810 chars]",2019-10-16T16:22:47Z
Billy Witz,"Beer, Here: Merchandising of College Sports Leads to Team-Branded Ales","The University of Louisiana at Lafayette and more than 20 universities license their own brands of beer. Those deals seem like no-brainers, but they come as the N.C.A.A. grapples with letting athletes strike their own.","Early in the summer of 2015, Knott received a call from a local beer distributor saying that Louisiana-Lafayette was interested in branding its own beer and was looking for someone to make it. So Knott arranged four samples for Tarver and several others to ta… [+1267 chars]",2019-11-02T04:20:27Z
Ed Cara,We're Not Ready for the Next Pandemic,"If the seeds of a pandemic illness were planted tomorrow, how would the world fare? Well, according to a simulation carried out on Friday by Johns Hopkins University, the answer is: terribly. Read more...","If the seeds of a pandemic illness were planted tomorrow, how would the world fare? Well, according to a simulation carried out on Friday by Johns Hopkins University, the answer is: terribly.
At a hotel near New York Citys Central Park, the Johns Hopkins Cen… [+4149 chars]",2019-10-18T19:00:00Z
,News icon: Trump base will follow him to hell and won't budge,Former ABC News anchor Sam Donaldson reacts to a new impeachment poll from Quinnipiac University showing public opinion over whether President Donald Trump should be removed from office.,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-10-15T04:44:16Z
Jonathan Shieber,Coda Biotherapeutics is developing a cure for pain,"If the researchers, executives and investors behind Coda Biotherapeutics have their way, one day soon there really could be a cure for pain. Co-founded by researchers Joseph Glorioso, from the University of Pittsburgh’s microbiology and molecular genetics dep…","If the researchers, executives and investors behind Coda Biotherapeutics have their way, one day soon there really could be a cure for pain.
Co-founded by researchers Joseph Glorioso, from the University of Pittsburgh’s microbiology and molecular genetics de… [+4366 chars]",2019-11-05T14:29:50Z
Connie Loizos,"Don Valentine, who founded Sequoia Capital, has died at age 87","Sequoia Capital founder Don Valentine passed way at his home in Woodside, Ca., today at age 87 of natural causes. Sequoia posted a tribute to Valentine shortly afterward, calling him “one of a generation of leaders who forged Silicon Valley.” A native of New …","Sequoia Capital founder Don Valentine passed way at his home in Woodside, Ca., today at age 87 of natural causes.
Sequoia posted a tribute to Valentine shortly afterward, calling him “one of a generation of leaders who forged Silicon Valley.”
A native of Ne… [+2593 chars]",2019-10-26T03:40:23Z
Rachel England,Pioneers of lithium-ion batteries win the 2019 Nobel Prize in Chemistry,"This year's Nobel Prize in Chemistry has been awarded to three scientists credited with the invention of the rechargeable lithium-ion battery. John B Goodenough of the University of Texas at Austin, M Stanley Whittingham of Binghamton University and Akira Yos…","Rechargeable lithium-ion batteries can be found in pretty much everything from mobile phones to electric vehicles, and can store significant amounts of energy from solar and wind power. Given their prominent place in everyday life, and the fact that they were… [+1330 chars]",2019-10-09T11:35:00Z
"Amanda Watts, CNN",Texas A&M Commerce police say there was an incident outside Greenville that 'may or not have involved students',"Following reports of a shooting early Sunday morning, the Texas A&M University-Commerce Police Department tweeted there was an event outside Greenville, Texas, that ""may or not have involved students at this time.""","(CNN)Following reports of a shooting early Sunday morning, the Texas A&amp;M University-Commerce Police Department tweeted there was an event outside Greenville, Texas, that ""may or not have involved students at this time.""
There was no active shooter in Com… [+839 chars]",2019-10-27T09:04:01Z
,Students burn books after diversity lecture,Students at Georgia Southern University burned the books of Cuban-American author Jennine Capó Crucet on a grill following a lecture in which she argued with participants about white privilege and diversity.,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-10-12T22:42:03Z
Dmytro Spilka,Is Artificial Intelligence the Ultimate University Stimulus?,"What does it take to make the university the best learning experience in the lifecycle of one’s education? Higher education is all about developing skills, exploring new theories, and applying them to the actualities of real life. Throughout this journey, stu…","What does it take to make the university the best learning experience in the lifecycle of one’s education? Higher education is all about developing skills, exploring new theories, and applying them to the actualities of real life. Throughout this journey, stu… [+8369 chars]",2019-10-10T15:00:04Z
Tom McKay,"Okay, But Can We Teach the Rats to Race?","Scientists have previously run experiments teaching rats how to play hide-and-seek. Now researchers at the University of Richmond in Virginia have managed to teach 17 rats how to drive tiny electric cars around in pursuit of food, with the rats apparently lov…","Scientists have previously run experiments teaching rats how to play hide-and-seek. Now researchers at the University of Richmond in Virginia have managed to teach 17 rats how to drive tiny electric cars around in pursuit of food, with the rats apparently lov… [+3249 chars]",2019-10-24T21:35:00Z
Andrew Liszewski,Researchers Taught Autonomous Camera Drones to Film Like a Hollywood Director,"Skydio was one of the first companies to create a flying drone that can autonomously track, follow, and frame the action, but it was more concerned about not crashing than aesthetics. Researchers at Carnegie Mellon University are taking the idea one step furt…","Skydio was one of the first companies to create a flying drone that can autonomously track, follow, and frame the action, but it was more concerned about not crashing than aesthetics. Researchers at Carnegie Mellon University are taking the idea one step furt… [+2168 chars]",2019-10-21T20:32:00Z
George Dvorsky,The Experimental Future of Digging Up the Past,"Instead of digging up stone tools and busted pottery, archaeologists at Kent State University are recreating many of these items themselves to test our assumptions about the ancient past. And sometimes, that means smashing these replicated relics into tiny li…","Instead of digging up stone tools and busted pottery, archaeologists at Kent State University are recreating many of these items themselves to test our assumptions about the ancient past. And sometimes, that means smashing these replicated relics into tiny li… [+1159 chars]",2019-10-30T15:45:00Z
Andrew Liszewski,Researchers Created Lenses a Thousand Times Thinner to Hopefully Eliminate Ugly Smartphone Camera Bumps,"Smartphones are currently plagued by a host of ugly design features that compromise aesthetics for functionality, including holes and notches in their screens, and protrusions on the back to accommodate camera optics. But those bumps might soon go away thanks…","Smartphones are currently plagued by a host of ugly design features that compromise aesthetics for functionality, including holes and notches in their screens, and protrusions on the back to accommodate camera optics. But those bumps might soon go away thanks… [+2795 chars]",2019-10-09T17:31:00Z
Dominic-Madori Davis,Harvard has produced more ultra-wealthy people than any other college in the world — but only 7% are women. Here are the top 20 US colleges with the highest proportions of female millionaires among their rich alumni.,"In July, Wealth-X released their 2019 report on which universities (both globally and in the US) have produced the most ultra-high net worth (UHNW) individuals, here defined as those with a net worth of $30 million or more. Harvard University topped the list,…","In July, Wealth-X released their findings on which US colleges have produced the most millionaires.
The study focused on those alumni deemed to be ultra-high net worth (UHNW) individuals, meaning those with fortunes of $30 million or more. The report analyze… [+1327 chars]",2019-10-15T13:13:00Z
,Snoop Dogg unapologetic about university gig drama - CANOE,"Snoop Dogg unapologetic about university gig drama CANOE Snoop Dogg Talks Tekashi69 and His Own Experience in Jail The Howard Stern Show Snoop Dogg Defends Raunchy Kansas Basketball Performance: ""The Audience Enjoyed That S*!t"" XXLMAG.COM Snoop Dogg speaks on…","Snoop Dogg is refusing to apologize to University of Kansas officials for his rowdy late-night gig on campus last week, insisting people should know he’s no saint onstage.
The college’s athletic director, Jeff Long, has apologized after the rapper upset pare… [+1388 chars]",2019-10-08T22:55:00Z
Liz Knueven,The 21 cities in the US where people carry the most student loan debt,"The problem of college debt isn't just contained to the cities with the most young professionals, the best job markets, or the highest incomes. From college towns with state schools like Corvallis, Oregon and Ann Arbor, Michigan, to small southern cities with…","According to new data from Experian, people in college towns tend to have the most student loan debt in the US.
And it does make sense: Where the borrowers are, so is the debt. But, many of the biggest colleges and universities in the US aren't on the list. … [+763 chars]",2019-10-07T16:58:00Z
Marcus Gilmer,"Unsurprisingly, TV streaming devices are collecting data, too","A new report seems to confirm what you could probably already guess: that, like every other device you own, some TV streaming devices are collecting lots of data about what you do. The report comes from Princeton University and the University of Chicago, and …","A new report seems to confirm what you could probably already guess: that, like every other device you own, some TV streaming devices are collecting lots of data about what you do. 
The report comes from Princeton University and the University of Chicago, an… [+1997 chars]",2019-10-11T17:49:04Z
Alex Perry,"Researchers taught rats how to drive tiny cars and, crucially, there's video","Traditionally, rodents don't operate motor vehicles. It's mostly a human thing. That didn't stop researchers at the University of Richmond, which made the world a better place with some truly excellent footage of rats driving cars this week. News of the newly…","Traditionally, rodents don't operate motor vehicles. It's mostly a human thing. That didn't stop researchers at the University of Richmond, which made the world a better place with some truly excellent footage of rats driving cars this week.
News of the newl… [+2107 chars]",2019-10-26T18:53:31Z
"Jennifer Agiesta, CNN Polling Director",CNN Poll: Sanders and Warren fight for home field in New Hampshire,"Vermont Sen. Bernie Sanders (21%) and Massachusetts Sen. Elizabeth Warren (18%) are in a close race among likely voters in New Hampshire's first-in-the-nation Democratic presidential primary, according to a new CNN poll conducted by the University of New Hamp…",,2019-10-29T16:00:48Z
Ed Cara,Viagra Might Someday Enhance Bone Marrow Transplants,"The long story of sildenafil citrate, best known by the brand name Viagra, may have another chapter to it. Researchers at the University of California Santa Cruz think the drug can improve how we perform bone marrow transplants, as part of a combination thera…","The long story of sildenafil citrate, best known by the brand name Viagra, may have another chapter to it. Researchers at the University of California Santa Cruz think the drug can improve how we perform bone marrow transplants, as part of a combination thera… [+4280 chars]",2019-10-10T19:10:00Z
Ed Cara,Mysterious Cases of Paralysis in Children May Be Caused by Polio-Like Viruses,"In 2014, a rare polio-like illness that attacks the nervous system of its often young victims first emerged in the U.S.—an illness with no clear cause, according to health agencies like the Centers for Disease Control and Prevention. Now, scientists at the Un…","In 2014, a rare polio-like illness that attacks the nervous system of its often young victims first emerged in the U.S.an illness with no clear cause, according to health agencies like the Centers for Disease Control and Prevention. Now, scientists at the Uni… [+4319 chars]",2019-10-21T19:10:00Z
"Beth Skwarecki on Vitals, shared by Beth Skwarecki to Lifehacker",Vegetables Do Not Have Gender,"Have you heard that female watermelons are sweeter than male ones? That male eggplants are less bitter than female ones? That male peppers have fewer seeds? Well, you heard wrong. Read more...","Have you heard that female watermelons are sweeter than male ones? That male eggplants are less bitter than female ones? That male peppers have fewer seeds? Well, you heard wrong. 
Let me explain what happens when one vegetable loves another vegetable very m… [+1976 chars]",2019-11-05T21:00:00Z
Alexander Burns,Why Populist Democrats Have Gained the Upper Hand in the Primary Race,"As next week’s debate looms, polls and donor contributions suggest a party seeking candidates for 2020 who will push the boundaries, while moderates argue they can beat President Trump.","Mr. Biden remains a clear favorite in just one of the early states, South Carolina, and his advisers have predicted that he would fare better in larger, more diverse states that vote later in the calendar. He is counting, in particular, on older and more mode… [+1517 chars]",2019-10-11T09:00:22Z
Benedict Carey,"Robert Provine, an Authority on Laughter, Is Dead at 76","A psychology professor, he set about trying to understand what triggers giggles and guffaws and wrote a definitive book on the subject. He could also make you laugh.","Dr. Provine extended his study of such nonverbal vocalizations well beyond laughter. In 2012 he published Curious Behavior: Yawning, Laughing, Hiccupping, and Beyond. He argued, for instance, that yawning not only indicated sleepiness but could also signal so… [+1943 chars]",2019-10-28T22:40:09Z
https://www.facebook.com/bbcnews,Two Ghanaian lecturers suspended after BBC Africa Eye 'Sex For Grades' film,Ransford Gyampo and Dr Paul Kwame Butakor propositioned undercover journalists posing as students.,"Image caption
 Professor Ransford Gyampo and Dr Paul Kwame Butakor were filmed by undercover BBC reporters
Two Ghanaian lecturers who were secretly filmed sexually harassing undercover BBC reporters have been suspended pending an investigation.
University … [+2058 chars]",2019-10-09T17:37:45Z
"mdegeurin@businessinsider.com (Mack DeGeurin), Mack DeGeurin",Take a look at how loud life is for a University of Michigan marching band member,"Lucas Jackson Meet Elliot Phillips, a freshman from Anderson, South Carolina, who traveled nearly 700 miles from his hometown to play the saxophone as part of the University of Michigan's marching band. The University of Michigan has one of the biggest colleg…","Do you have what it takes to spend hours a day practicing — sweating it out on the gridiron, sometimes before dawn? No, we're not talking about football — we're talking about marching bands. 
The marching band at the University of Michigan College has more t… [+667 chars]",2019-10-14T20:16:57Z
The New York Times,Going to College? Take Their Advice,"We asked readers about their college experience, and what they wish they had known sooner both inside and outside the classroom.","Gabriel J. Betancourt, San Diego, University of California, San Diego
Advice-givers arent joking when they tell you to network with professors. The kids who start early see exponential growth in available opportunity. The later you start, the less you reap. … [+1220 chars]",2019-10-10T09:00:41Z
Steve Sanders,Those College Students Who Used the N-Word Shouldn’t Have Been Arrested,"They were guilty of vulgarity and ignorance, but “ridicule” is not a crime.",Those who cheer the arrests of the University of Connecticut students might ask themselves whether they would be equally happy with a prosecutor who decided that it was criminal ridicule for someone to walk down the street uttering the N-word while reciting r… [+2869 chars],2019-10-25T10:00:07Z
msmash,Nobel Prize in Medicine Goes To 3 Scientists For Discovering How Cells Use Oxygen,"Dave Knott writes: Two Americans and a British scientist won the Nobel Prize for Physiology or Medicine on Monday for discovering details of how the body's cells sense and react to low oxygen levels, providing a foothold for developing new treatments for anem…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2019-10-08T17:35:00Z
The Canadian Press,Kansas apologizes for Snoop Dogg show - TSN,"Kansas apologizes for Snoop Dogg show TSN Kansas issues apology after Snoop Dogg's not-so-family-friendly performance CBC.ca Snoop Dogg Performs at University of Kansas With Pole Dancers, School Issues Apology XXLMAG.COM KU Athletic Department apologizes for …","LAWRENCE, Kan. The University of Kansas apologized for its risque Late Night at the Phog event in which rapper Snoop Dogg performed, stripper poles were wheeled onto the Allen Fieldhouse floor and fake money was shot over the heads of prospective recruits.
A… [+3893 chars]",2019-10-05T15:29:32Z
,Scientists hope to digitally unravel scrolls charred by Vesuvius with light 10 billion times brighter than the sun - KUGN,"Scientists from the University of Kentucky say they're working to perfect a technique to digitally unravel fragile ancient texts that haven't been read in nearly 2,000 years.W. Brent Seales, who heads the University of Kentucky's Digital Restoration Initiativ…","Scientists from the University of Kentucky say they’re working to perfect a technique to digitally unravel fragile ancient texts that haven’t been read in nearly 2,000 years.
W. Brent Seales, who heads the University of Kentucky’s Digital Restoration Initiat… [+2632 chars]",2019-10-05T23:59:28Z
Matt Simon,Scientists Are Literally Spinning Up Lab-Grown Meat,"Researchers take inspiration from cotton candy to make a gelatin scaffolding, which could help realize the dream of more sustainable steaks and chicken breasts.","The solvent, a mixture of ethanol and water, keeps the fibers from falling apart as they fling out of the supercharged cotton candy machine. The fibers themselves are made of pig-derived gelatin, which is a product of broken-down collagen. In a regular steak,… [+2096 chars]",2019-10-22T12:00:00Z
https://www.facebook.com/bbcnews,Actress Felicity Huffman begins 14-day jail term for cheating scam,The star reports to prison in California to begin a 14-day sentence following her fraud conviction.,"Image copyrightGetty ImagesImage caption
 Huffman leaves her sentencing hearing in September (FILE)
US actress Felicity Huffman has reported to prison to begin a 14-day sentence for her role in a nationwide university cheating scandal.
The Desperate Housew… [+2384 chars]",2019-10-15T18:15:11Z
George Dvorsky,California Power Outage Wreaks Havoc at Research Labs,"Science laboratories in northern California are scrambling to protect precious supplies, samples, and lab animals threatened by an extensive power outage. Read more...","Science laboratories in northern California are scrambling to protect precious supplies, samples, and lab animals threatened by an extensive power outage.
The northern California power outage started on Wednesday when the states biggest power provider, Pacif… [+3746 chars]",2019-10-11T15:10:00Z
Darrell Etherington,Virgin Orbit plans to launch first commercial small satellites to Mars,"Richard Bransons-backed small satellite launch operation Virgin Orbit wants to be the first to dedicate a mission to bringing commercial cube sats to the red planet, the company announced today. Working with Polish satellite company SatRevolution, Virgin Orbi…","Richard Bransons-backed small satellite launch operation Virgin Orbit wants to be the first to dedicate a mission to bringing commercial cube sats to the red planet, the company announced today. Working with Polish satellite company SatRevolution, Virgin Orbi… [+1776 chars]",2019-10-09T19:20:42Z
Kelly McLaughlin,"A group of women who call themselves the ‘fantastic grandmothers’ discovered a group of rare, venomous snakes while snorkeling together",The seven women helped discover the snakes while working with scientists from the University of New Caledonia and Macquarie University in Australia.,"Geneviève Briançon, Aline Guémas, Monique Zannier, Monique Mazière, Sylvie Hébert, Cathy Le Bouteiller and Marilyn Sarocchi.
Claire Goiran/UNC
<ul><li>Seven women, who are all in their 60s and 70s and known as the ""Fantastic Grandmothers,"" helped scientists… [+3582 chars]",2019-10-25T16:10:12Z
"tlakritz@insider.com (Talia Lakritz), Talia Lakritz",The most bizarre things you can find at 10 colleges and universities,"Lane Turner/The Boston Globe via Getty Images Some college campuses feature unusual sculptures and wacky traditions. Brown University's campus features a 23-foot sculpture of a blue teddy bear combined with a lamp shade. At MIT, students mark the last day to …",,2019-10-18T15:26:32Z
Folio,Exercise may reduce risk of cancer recurrence and improve survival rates - Folio - University of Alberta,"Exercise may reduce risk of cancer recurrence and improve survival rates Folio - University of Alberta Appropriate exercise can benefit those recovering from cancer treatments TheChronicleHerald.ca Exercise Is Cancer Medicine, Says Global Coalition Medscape E…","Exercise might lower the risk of cancer recurrence and improve survival rates, according to the latest guidelines released today about exercise and cancer.
“There's some provocative data coming out that says patients who exercise during and after treatment m… [+3621 chars]",2019-10-16T15:52:04Z
Andrew Robinson,Memorial University study looks to help former cancer patients improve their sleep - The Journal Pioneer,"A new study focusing on sleeplessness and memory in the post-treatment phase for cancer survivors and those in remission is the biggest of its kind globally and happening at Memorial University in St. John's.

""Sleep is a big problem, but","ST. JOHN'S, N.L. — A new study focusing on sleeplessness and memory in the post-treatment phase for cancer survivors and those in remission is the biggest of its kind globally and happening at Memorial University in St. John's.
""Sleep is a big problem, but t… [+5973 chars]",2019-10-18T02:03:30Z
Associated Press,University of Texas Closes Pi Kappa Phi Fraternity Over Hazing Claims,The University of Texas chapter of Pi Kappa Phi fraternity has been shut down following a university investigation into hazing allegations.,"(AUSTIN, Texas) — The University of Texas chapter of the Pi Kappa Phi fraternity has been shut down following a university investigation into hazing allegations.
The investigation found that during the 2018-19 school year fraternity pledges were shot with ai… [+634 chars]",2019-11-01T18:02:27Z
Nick Douglas,"I'm Lee Pelton, President of Emerson College, and This Is How I Work","Emerson College, founded in 1880 as the Boston Conservatory of Elocution, Oratory, and Dramatic Art, is one of the country’s most prestigious liberal arts colleges. We talked to its twelfth president, Lee Pelton, about his academic background, his personal wo…","Emerson College, founded in 1880 as the Boston Conservatory of Elocution, Oratory, and Dramatic Art, is one of the countrys most prestigious liberal arts colleges. We talked to its twelfth president, Lee Pelton, about his academic background, his personal wor… [+6502 chars]",2019-10-30T13:30:00Z
Alex Davies,Why Lightning Strikes Twice as Much Over Shipping Lanes,"It might sound crazy, but it’s true: The heavens cast their wrath and fury on the ships more than on the fishes.","For all the progress humanity has made since Odysseus had a spot of trouble on a long voyage home, life on the high seas remains a largely joyless affair. Twenty-first-century sailors spend weeks away from home. The hours are long, the pay mediocre, the risk … [+2371 chars]",2019-10-09T11:00:00Z
Mike Baker,"In a Liberal State, Ambivalence About Lifting a Ban on Affirmative Action","Gary Locke, a former governor of Washington, is trying to persuade fellow Asian-Americans to support a measure on Tuesday’s ballot.","Its past time to right this wrong, Ms. Sims said.
When he was a high school student in Seattle in the 1960s, Mr. Locke recalled, recruiters from Yale visited the public school he attended and encouraged people to apply.
Mr. Locke said Yale had few minority … [+1732 chars]",2019-11-04T14:36:18Z
Ryan F. Mandelbaum,How to Make a Black Hole in a Science Lab,"Nearly 50 years ago—before Interstellar, A Brief History of Time, and certainly the Event Horizon Telescope—postdoctoral researcher William Unruh was attempting to explain black holes to a crowd at an Oxford University colloquium. There were no reference poin…","Nearly 50 years agobefore Interstellar, A Brief History of Time, and certainly the Event Horizon Telescopepostdoctoral researcher William Unruh was attempting to explain black holes to a crowd at an Oxford University colloquium. There were no reference points… [+12503 chars]",2019-10-29T14:30:00Z
Rachel L. Swarns,Georgetown Will Start Fund to Benefit Descendants of Slave Sale,The announcement came six months after students voted in a nonbinding referendum to create a reparations fund.,"Georgetown officials described the decision as one step in an ongoing dialogue with the descendants, who are seeking $1 billion for a foundation that would finance educational, health, housing and other needs. Dr. DeGioia said the university would continue to… [+1456 chars]",2019-10-30T09:00:16Z
Alan Blinder,Can Colleges Police Sports Betting? Some Are Trying,"Purdue, St. Joseph’s and Villanova have banned students from betting on their schools’ teams, but other universities are seeking more of a middle ground. No one is sure whose approach is right.","Everyone has a different policy because everyone has a different state law, the athletic director, Jill Bodensteiner, said.
Some universities said that they had made no substantive changes since the Supreme Courts decision and instead remained focused on tea… [+1264 chars]",2019-10-21T09:00:25Z
Nicholas Bogel-Burroughs,Elijah Cummings’s Funeral Will Bring Attention to Baltimore,Presidents Barack Obama and Bill Clinton are expected to speak Friday at the service for the longtime Maryland congressman.,"The big names, the television cameras and the expected crowd belie the devoted congressman who lived in the heart of West Baltimore and would give a knowing nod to those who recognized him on the street.
Mr. Cummings saw his profile rise in recent years as h… [+1094 chars]",2019-10-25T12:00:06Z
Vanessa Friedman,The Color of Protest,Banning the import of black clothing to Hong Kong misses the point when it comes to clothing and opposition.,"Yes, black clothing remains a hugely significant form of oppositional dress, as Dr. Erin Vearncombe, an assistant professor at the University of Toronto whose research focuses on dress and the body, wrote in an email. It signals everything from independent th… [+1213 chars]",2019-10-29T22:57:15Z
